topic,query_type,query,page,position,url,domain,title,timestamp
quantum_computing,slanted,quantum computer security risks,1,3,https://www.fortinet.com/resources/cyberglossary/quantum-computing-security,fortinet.com,Quantum Computing Security Business Challenges,2026-05-09 18:15:10
quantum_computing,slanted,quantum computer security risks,1,5,https://www.pwc.com/us/en/services/consulting/cybersecurity-risk-regulatory/library/quantum-computing-cybersecurity-risk.html,pwc.com,Quantum computing cybersecurity risk,2026-05-09 18:15:16
quantum_computing,slanted,quantum computer security risks,1,6,https://www.cyber.gc.ca/sites/default/files/cyber/publications/ITSE.00.017.pdf,cyber.gc.ca,addressing the quantum computing threat to cryptography,2026-05-09 18:15:17
quantum_computing,slanted,quantum computer security risks,1,8,https://kpmg.com/au/en/insights/technology-innovation/quantum-cyber-security-risk-preparation.html,kpmg.com,How to prepare for quantum cyber security risk,2026-05-09 18:15:29
quantum_computing,slanted,quantum computer security risks,2,3,https://cloudsecurityalliance.org/research/topics/quantum-safe-security,cloudsecurityalliance.org,Quantum Computing + Cybersecurity,2026-05-09 18:15:43
quantum_computing,slanted,quantum computer security risks,2,4,https://www.unisys.com/blog-post/cis/10-seconds-to-break-preparing-for-quantum-security-threats/,unisys.com,10 seconds to break: Preparing for quantum security threats,2026-05-09 18:15:43
quantum_computing,slanted,quantum computer security risks,2,5,https://papers.ssrn.com/sol3/Delivery.cfm/6608319.pdf?abstractid=6608319&mirid=1,papers.ssrn.com,Cybersecurity Risks of Quantum Computing,2026-05-09 18:15:44
quantum_computing,slanted,quantum computer security risks,2,6,https://www.weforum.org/stories/2026/02/quantum-security-question-leaders-cannot-ignore/,weforum.org,Why quantum security is a question leaders cannot ignore,2026-05-09 18:15:44
quantum_computing,slanted,quantum computer security risks,2,7,https://www.encryptionconsulting.com/how-quantum-computers-threaten-digital-security/,encryptionconsulting.com,The 10 seconds threat: How Quantum Computers threaten ...,2026-05-09 18:15:44
quantum_computing,slanted,quantum computer security risks,2,8,https://trailhead.salesforce.com/content/learn/modules/security-considerations-for-emerging-technologies/manage-the-risks-of-quantum-computing,trailhead.salesforce.com,Quantum Computing Security Risks - Trailhead - Salesforce,2026-05-09 18:15:45
quantum_computing,slanted,quantum computer security risks,2,10,https://www.americanscientist.org/article/is-quantum-computing-a-cybersecurity-threat,americanscientist.org,Is Quantum Computing a Cybersecurity Threat?,2026-05-09 18:15:45
quantum_computing,slanted,quantum computer security risks,3,1,https://www.deloitte.com/global/en/services/consulting-risk/research/managing-the-quantum-cybersecurity-threat.html,deloitte.com,Managing the Quantum Cybersecurity Threat,2026-05-09 18:15:56
quantum_computing,slanted,quantum computer security risks,3,2,https://arxiv.org/abs/2401.16317,arxiv.org,Assessing the Benefits and Risks of Quantum Computers,2026-05-09 18:15:56
quantum_computing,slanted,quantum computer security risks,3,3,https://blog.st.com/pqc-post-quantum-cryptography/,blog.st.com,PQC: Everything you wanted to know about post-quantum ...,2026-05-09 18:15:56
quantum_computing,slanted,quantum computer security risks,3,4,https://www.ibm.com/quantum/quantum-safe,ibm.com,Quantum Safe,2026-05-09 18:15:57
quantum_computing,slanted,quantum computer security risks,3,5,https://thequantuminsider.com/2025/08/18/new-study-warns-of-security-risks-in-cloud-quantum-computers/,thequantuminsider.com,New Study Warns of Security Risks in Cloud Quantum ...,2026-05-09 18:15:57
quantum_computing,slanted,quantum computer security risks,3,6,https://www.spglobal.com/ratings/en/regulatory/article/the-frontier-of-cyber-risk-quantum-computing-is-a-threat-to-cryptography-today-s101672434,spglobal.com,The Frontier Of Cyber Risk: Quantum Computing Is,2026-05-09 18:15:57
quantum_computing,slanted,quantum computer security risks,3,7,https://www.barrons.com/articles/quantum-computing-stocks-risks-rewards-opportunity-8dd2b24f,barrons.com,Quantum's Risks Are Overstated—and the Investment ...,2026-05-09 18:15:58
quantum_computing,slanted,quantum computer security risks,3,8,https://www.ssh.com/academy/how-quantum-computing-threats-impact-cryptography-and-cybersecurity,ssh.com,How Quantum Computing Threats Impact Cryptography ...,2026-05-09 18:15:58
quantum_computing,slanted,quantum computer security risks,3,10,https://www.fortinet.com/resources/cyberglossary/quantum-safe-security,fortinet.com,Quantum-Safe Security: 8 Reasons Organizations Must Act ...,2026-05-09 18:15:59
quantum_computing,neutral,quantum supremacy research,1,3,https://thequantuminsider.com/2025/09/20/ut-austin-quantinuum-researchers-report-unconditional-quantum-supremacy/,thequantuminsider.com,"UT Austin, Quantinuum Researchers Report 'Unconditional ...",2026-05-09 18:16:17
quantum_computing,neutral,quantum supremacy research,1,4,https://www.dwavequantum.com/beyond-classical/,dwavequantum.com,Beyond Classical,2026-05-09 18:16:18
quantum_computing,neutral,quantum supremacy research,1,6,https://www.popularmechanics.com/science/a68068223/quantum-supremacy-breakthrough/,popularmechanics.com,Scientists Say We've Finally Reached Quantum Supremacy,2026-05-09 18:16:19
quantum_computing,neutral,quantum supremacy research,1,7,https://research.google/pubs/quantum-supremacy-using-a-programmable-superconducting-processor/,research.google,Quantum Supremacy using a Programmable ...,2026-05-09 18:16:20
quantum_computing,neutral,quantum supremacy research,1,8,https://www.wisdomtree.com/investments/blog/2025/12/04/the-problem-with-quantum-supremacy,wisdomtree.com,The Problem with “Quantum Supremacy”,2026-05-09 18:16:21
quantum_computing,neutral,quantum supremacy research,1,9,https://spectrum.ieee.org/d-wave-quantum,spectrum.ieee.org,D-Wave's Quantum Supremacy: Controversy and ...,2026-05-09 18:16:22
quantum_computing,neutral,quantum supremacy research,2,2,https://www.newscientist.com/article/2496944-quantum-computers-have-finally-achieved-unconditional-supremacy/,newscientist.com,Quantum computers have finally achieved unconditional ...,2026-05-09 18:16:48
quantum_computing,neutral,quantum supremacy research,2,6,https://arxiv.org/pdf/2210.12753,arxiv.org,Google's Quantum Supremacy Claim,2026-05-09 18:16:49
quantum_computing,neutral,quantum supremacy research,2,8,https://juser.fz-juelich.de/record/868375/files/nature_20190920_0031.pdf,juser.fz-juelich.de,Quantum supremacy using a programmable superconducting ...,2026-05-09 18:16:49
quantum_computing,neutral,quantum supremacy research,2,10,https://cacm.acm.org/news/how-far-away-is-quantum-supremacy/,cacm.acm.org,How Far Away Is Quantum Supremacy?,2026-05-09 18:16:50
quantum_computing,neutral,quantum supremacy research,3,1,https://quantumcomputing.stackexchange.com/questions/32970/how-do-researchers-know-prove-theyve-achieved-quantum-supremacy,quantumcomputing.stackexchange.com,How do researchers know / prove they've achieved ...,2026-05-09 18:17:01
quantum_computing,neutral,quantum supremacy research,3,2,https://research.google/blog/the-question-of-quantum-supremacy/,research.google,The Question of Quantum Supremacy,2026-05-09 18:17:02
quantum_computing,neutral,quantum supremacy research,3,4,https://www.ibm.com/quantum/blog/on-quantum-supremacy,ibm.com,On “quantum supremacy” | IBM Quantum Computing Blog,2026-05-09 18:17:02
quantum_computing,neutral,quantum supremacy research,3,6,https://www.bbva.com/en/what-is-quantum-supremacy/,bbva.com,What is quantum supremacy?,2026-05-09 18:17:03
quantum_computing,neutral,quantum supremacy research,3,7,https://english.elpais.com/science-tech/2023-06-14/research-inches-toward-quantum-supremacy-with-results-unattainable-by-classical-computing.html,english.elpais.com,Research inches toward quantum supremacy with results ...,2026-05-09 18:17:03
quantum_computing,neutral,quantum supremacy research,3,9,https://www.heise.de/en/news/Google-claims-to-have-demonstrated-quantum-supremacy-once-again-9978810.html,heise.de,Google claims to have demonstrated quantum supremacy ...,2026-05-09 18:17:04
quantum_computing,neutral,quantum supremacy research,3,10,https://news.cnrs.fr/articles/a-cnrs-collaboration-achieves-quantum-supremacy,news.cnrs.fr,A CNRS collaboration achieves quantum supremacy,2026-05-09 18:17:04
quantum_computing,slanted,quantum decryption threats,1,1,https://thequantuminsider.com/2026/04/27/quantum-security-threats-solutions-race-protect-data/,thequantuminsider.com,"Quantum Security: Threats, Solutions, and the Race to ...",2026-05-09 18:17:19
quantum_computing,slanted,quantum decryption threats,1,2,https://www.paloaltonetworks.com/cyberpedia/what-is-quantum-computings-threat-to-cybersecurity,paloaltonetworks.com,8 Quantum Computing Cybersecurity Risks [+ Protection ...,2026-05-09 18:17:25
quantum_computing,slanted,quantum decryption threats,1,4,https://www.ssh.com/academy/how-quantum-computing-threats-impact-cryptography-and-cybersecurity,ssh.com,How Quantum Computing Threats Impact Cryptography ...,2026-05-09 18:17:26
quantum_computing,slanted,quantum decryption threats,1,7,https://www.iansresearch.com/resources/all-blogs/post/security-blog/2025/04/17/tips-to-prevent-quantum-computing-encryption-data-breaches,iansresearch.com,Tips to Prevent Quantum Computing Encryption Data ...,2026-05-09 18:17:29
quantum_computing,slanted,quantum decryption threats,1,8,https://www.unisys.com/blog-post/cis/10-seconds-to-break-preparing-for-quantum-security-threats/,unisys.com,10 seconds to break: Preparing for quantum security threats,2026-05-09 18:17:36
quantum_computing,slanted,quantum decryption threats,2,2,https://www.cyber.gc.ca/en/guidance/preparing-your-organization-quantum-threat-cryptography-itsap00017,cyber.gc.ca,Preparing your organization for the quantum threat to ...,2026-05-09 18:17:50
quantum_computing,slanted,quantum decryption threats,2,3,https://www.fortinet.com/resources/cyberglossary/quantum-computing-security,fortinet.com,Quantum Computing Security Business Challenges,2026-05-09 18:17:51
quantum_computing,slanted,quantum decryption threats,2,4,https://www.encryptionconsulting.com/how-quantum-computers-threaten-digital-security/,encryptionconsulting.com,The 10 seconds threat: How Quantum Computers threaten ...,2026-05-09 18:17:51
quantum_computing,slanted,quantum decryption threats,2,5,https://www.spglobal.com/ratings/en/regulatory/article/the-frontier-of-cyber-risk-quantum-computing-is-a-threat-to-cryptography-today-s101672434,spglobal.com,The Frontier Of Cyber Risk: Quantum Computing Is,2026-05-09 18:17:51
quantum_computing,slanted,quantum decryption threats,2,6,https://www.adtran.com/en/solutions/quantum-safe-communications,adtran.com,Quantum-safe communications,2026-05-09 18:17:52
quantum_computing,slanted,quantum decryption threats,2,9,https://www.paloaltonetworks.com/cyberpedia/harvest-now-decrypt-later-hndl,paloaltonetworks.com,"Harvest Now, Decrypt Later (HNDL): The Quantum-Era ...",2026-05-09 18:17:52
quantum_computing,slanted,quantum decryption threats,2,10,https://www.cyberdefensemagazine.com/the-impact-of-quantum-decryption/,cyberdefensemagazine.com,The Impact of Quantum Decryption,2026-05-09 18:17:52
quantum_computing,slanted,quantum decryption threats,3,1,https://www.weforum.org/stories/2026/02/quantum-security-question-leaders-cannot-ignore/,weforum.org,Why quantum security is a question leaders cannot ignore,2026-05-09 18:18:04
quantum_computing,slanted,quantum decryption threats,3,3,https://www.securityweek.com/quantum-decryption-of-rsa-is-much-closer-than-expected/,securityweek.com,Quantum Decryption of RSA Is Much Closer Than Expected,2026-05-09 18:18:05
quantum_computing,slanted,quantum decryption threats,3,4,https://www.nomios.com/news-blog/quantum-computing-threat-encryption/,nomios.com,What is the quantum computing threat to today's encryption?,2026-05-09 18:18:05
quantum_computing,slanted,quantum decryption threats,3,5,https://www.unisys.com/blog-post/cis/10-seconds-to-break-preparing-for-quantum-security-threats/,unisys.com,10 seconds to break: Preparing for quantum security threats,2026-05-09 18:18:05
quantum_computing,slanted,quantum decryption threats,3,6,https://www.deloitte.com/global/en/services/consulting-risk/research/managing-the-quantum-cybersecurity-threat.html,deloitte.com,Managing the Quantum Cybersecurity Threat,2026-05-09 18:18:06
quantum_computing,slanted,quantum decryption threats,3,8,https://www.citigroup.com/rcs/citigpa/storage/public/Citi_Institute_Quantum_Threat.pdf,citigroup.com,Quantum Threat,2026-05-09 18:18:06
quantum_computing,slanted,quantum decryption threats,3,9,https://kpmg.com/xx/en/our-insights/ai-and-technology/quantum-and-cybersecurity.html,kpmg.com,and bringing new cybersecurity threats with it,2026-05-09 18:18:07
quantum_computing,slanted,quantum decryption threats,3,10,https://postquantum.com/post-quantum/quantum-risk/,postquantum.com,Quantum Risk: The Coming Cryptography Reckoning,2026-05-09 18:18:07
quantum_computing,neutral,quantum ai research,1,1,https://quantumai.google/,quantumai.google,Google Quantum AI,2026-05-09 18:18:23
quantum_computing,neutral,quantum ai research,1,2,https://www.fhnw.ch/en/business/research-services/research/fields/computational-intelligence/quantum-ai,fhnw.ch,Quantum AI | FHNW,2026-05-09 18:18:24
quantum_computing,neutral,quantum ai research,1,3,https://quantum-ai-research.com/,quantum-ai-research.com,Quantum AI Research,2026-05-09 18:18:23
quantum_computing,neutral,quantum ai research,1,5,https://quantumai.google/research,quantumai.google,Research Publications,2026-05-09 18:18:29
quantum_computing,neutral,quantum ai research,1,7,https://www.sciencedaily.com/releases/2026/04/260417224455.htm,sciencedaily.com,Quantum AI just got shockingly good at predicting chaos,2026-05-09 18:18:33
quantum_computing,neutral,quantum ai research,1,8,https://aimultiple.com/quantum-ai,aimultiple.com,Quantum Artificial Intelligence,2026-05-09 18:18:33
quantum_computing,neutral,quantum ai research,2,2,https://www.lextechinstitute.ch/quantum-ai-awarded-with-the-google-cloud-research-credits/?lang=en,lextechinstitute.ch,Quantum AI awarded with the Google Cloud research credits,2026-05-09 18:18:45
quantum_computing,neutral,quantum ai research,2,3,https://qt.eu/media/pdf/Artificial_Intelligence_and_Quantum_Computing_white_paper.pdf,qt.eu,Artificial intelligence and quantum computing white paper,2026-05-09 18:18:45
quantum_computing,neutral,quantum ai research,2,4,https://arxiv.org/abs/2505.23860,arxiv.org,[2505.23860] Quantum computing and artificial intelligence,2026-05-09 18:18:46
quantum_computing,neutral,quantum ai research,2,5,https://blog.google/innovation-and-ai/technology/research/neutral-atom-quantum-computers/,blog.google,Google Quantum AI to include neutral atom computing,2026-05-09 18:18:46
quantum_computing,neutral,quantum ai research,2,8,https://thequantuminsider.com/2026/05/08/what-is-quantum-machine-learning/,thequantuminsider.com,What is Quantum Machine Learning (QML)?,2026-05-09 18:18:48
quantum_computing,neutral,quantum ai research,2,9,https://www.quantinuum.com/,quantinuum.com,Quantinuum | Accelerating Quantum Computing,2026-05-09 18:18:49
quantum_computing,neutral,quantum ai research,3,2,https://www.quandela.com/resources/quantum-computing-glossary/quantum-ai-artificial-intelligence/,quandela.com,Quantum AI (Artificial Intelligence),2026-05-09 18:19:01
quantum_computing,neutral,quantum ai research,3,4,https://research.google/blog/safeguarding-cryptocurrency-by-disclosing-quantum-vulnerabilities-responsibly/,research.google,Safeguarding cryptocurrency by disclosing quantum ...,2026-05-09 18:19:01
quantum_computing,neutral,quantum ai research,3,5,https://siddhartha.org.in/blog/how-to-learn-quantum-ai-and-get-a-high-paying-job-as-a-fresher/,siddhartha.org.in,How To Learn Quantum AI And Get A High-Paying Job As ...,2026-05-09 18:19:02
